iteration          time             xN2             xO2             xNO              xN              xO          xE(s1)          xN(s1)          xO(s1)
      500    5.0000E-02    9.501462E-01    2.524756E-01    1.625236E-14    2.490892E-15    1.840873E-04    1.893985E-06    4.623651E-17    5.606015E-06
      525    5.2500E-02    9.501462E-01    2.524716E-01    1.696394E-14    2.541729E-15    1.921043E-04    1.893224E-06    4.623353E-17    5.606776E-06
      550    5.5000E-02    9.501462E-01    2.524677E-01    1.767563E-14    2.591858E-15    2.000178E-04    1.892473E-06    4.623055E-17    5.607527E-06
      575    5.7500E-02    9.501462E-01    2.524638E-01    1.838742E-14    2.641288E-15    2.078291E-04    1.891733E-06    4.622758E-17    5.608267E-06
      600    6.0000E-02    9.501462E-01    2.524599E-01    1.909931E-14    2.690029E-15    2.155397E-04    1.891002E-06    4.622461E-17    5.608998E-06
      625    6.2500E-02    9.501462E-01    2.524561E-01    1.981129E-14    2.738092E-15    2.231509E-04    1.890281E-06    4.622164E-17    5.609719E-06
      650    6.5000E-02    9.501462E-01    2.524524E-01    2.052337E-14    2.785487E-15    2.306641E-04    1.889570E-06    4.621868E-17    5.610430E-06
      675    6.7500E-02    9.501462E-01    2.524486E-01    2.123555E-14    2.832222E-15    2.380806E-04    1.888868E-06    4.621572E-17    5.611132E-06
      700    7.0000E-02    9.501462E-01    2.524450E-01    2.194781E-14    2.878308E-15    2.454017E-04    1.888176E-06    4.621277E-17    5.611824E-06
      725    7.2500E-02    9.501462E-01    2.524414E-01    2.266017E-14    2.923755E-15    2.526287E-04    1.887493E-06    4.620982E-17    5.612507E-06
      750    7.5000E-02    9.501462E-01    2.524378E-01    2.337261E-14    2.968570E-15    2.597629E-04    1.886819E-06    4.620687E-17    5.613181E-06
      775    7.7500E-02    9.501462E-01    2.524343E-01    2.408514E-14    3.012764E-15    2.668055E-04    1.886154E-06    4.620394E-17    5.613846E-06
      800    8.0000E-02    9.501462E-01    2.524308E-01    2.479776E-14    3.056346E-15    2.737578E-04    1.885498E-06    4.620101E-17    5.614502E-06
      825    8.2500E-02    9.501462E-01    2.524274E-01    2.551046E-14    3.099324E-15    2.806210E-04    1.884851E-06    4.619809E-17    5.615149E-06
      850    8.5000E-02    9.501462E-01    2.524240E-01    2.622324E-14    3.141706E-15    2.873963E-04    1.884212E-06    4.619517E-17    5.615788E-06
      875    8.7500E-02    9.501462E-01    2.524206E-01    2.693610E-14    3.183503E-15    2.940849E-04    1.883582E-06    4.619226E-17    5.616418E-06
      900    9.0000E-02    9.501462E-01    2.524173E-01    2.764903E-14    3.224721E-15    3.006879E-04    1.882960E-06    4.618936E-17    5.617040E-06
      925    9.2500E-02    9.501462E-01    2.524141E-01    2.836205E-14    3.265370E-15    3.072065E-04    1.882346E-06    4.618646E-17    5.617654E-06
      950    9.5000E-02    9.501462E-01    2.524109E-01    2.907514E-14    3.305457E-15    3.136418E-04    1.881741E-06    4.618358E-17    5.618259E-06
      975    9.7500E-02    9.501462E-01    2.524077E-01    2.978831E-14    3.344990E-15    3.199949E-04    1.881143E-06    4.618070E-17    5.618857E-06
     1000    1.0000E-01    9.501462E-01    2.524046E-01    3.050154E-14    3.383979E-15    3.262670E-04    1.880554E-06    4.617783E-17    5.619446E-06
     1025    1.0250E-01    9.501462E-01    2.524015E-01    3.121485E-14    3.422429E-15    3.324590E-04    1.879972E-06    4.617497E-17    5.620028E-06
     1050    1.0500E-01    9.501462E-01    2.523984E-01    3.192823E-14    3.460349E-15    3.385722E-04    1.879397E-06    4.617211E-17    5.620603E-06
     1075    1.0750E-01    9.501462E-01    2.523954E-01    3.264168E-14    3.497747E-15    3.446075E-04    1.878831E-06    4.616927E-17    5.621169E-06
     1100    1.1000E-01    9.501462E-01    2.523924E-01    3.335519E-14    3.534630E-15    3.505659E-04    1.878272E-06    4.616644E-17    5.621728E-06
     1125    1.1250E-01    9.501462E-01    2.523895E-01    3.406877E-14    3.571005E-15    3.564486E-04    1.877720E-06    4.616361E-17    5.622280E-06
     1150    1.1500E-01    9.501462E-01    2.523866E-01    3.478241E-14    3.606880E-15    3.622564E-04    1.877175E-06    4.616080E-17    5.622825E-06
     1175    1.1750E-01    9.501462E-01    2.523837E-01    3.549612E-14    3.642261E-15    3.679904E-04    1.876638E-06    4.615799E-17    5.623362E-06
     1200    1.2000E-01    9.501462E-01    2.523809E-01    3.620989E-14    3.677156E-15    3.736516E-04    1.876107E-06    4.615520E-17    5.623893E-06
     1225    1.2250E-01    9.501462E-01    2.523781E-01    3.692372E-14    3.711571E-15    3.792409E-04    1.875584E-06    4.615241E-17    5.624416E-06
     1250    1.2500E-01    9.501462E-01    2.523753E-01    3.763760E-14    3.745514E-15    3.847593E-04    1.875067E-06    4.614964E-17    5.624933E-06
     1275    1.2750E-01    9.501462E-01    2.523726E-01    3.835155E-14    3.778991E-15    3.902078E-04    1.874557E-06    4.614688E-17    5.625443E-06
     1300    1.3000E-01    9.501462E-01    2.523699E-01    3.906556E-14    3.812009E-15    3.955871E-04    1.874054E-06    4.614412E-17    5.625946E-06
     1325    1.3250E-01    9.501462E-01    2.523672E-01    3.977962E-14    3.844574E-15    4.008983E-04    1.873557E-06    4.614138E-17    5.626443E-06
     1350    1.3500E-01    9.501462E-01    2.523646E-01    4.049373E-14    3.876692E-15    4.061423E-04    1.873067E-06    4.613865E-17    5.626933E-06
     1375    1.3750E-01    9.501462E-01    2.523620E-01    4.120790E-14    3.908370E-15    4.113198E-04    1.872583E-06    4.613593E-17    5.627417E-06
     1400    1.4000E-01    9.501462E-01    2.523595E-01    4.192212E-14    3.939614E-15    4.164319E-04    1.872106E-06    4.613322E-17    5.627894E-06
     1425    1.4250E-01    9.501462E-01    2.523569E-01    4.263639E-14    3.970431E-15    4.214794E-04    1.871634E-06    4.613053E-17    5.628366E-06
     1450    1.4500E-01    9.501462E-01    2.523544E-01    4.335071E-14    4.000825E-15    4.264630E-04    1.871169E-06    4.612784E-17    5.628831E-06
     1475    1.4750E-01    9.501462E-01    2.523520E-01    4.406509E-14    4.030804E-15    4.313838E-04    1.870710E-06    4.612517E-17    5.629290E-06
     1500    1.5000E-01    9.501462E-01    2.523496E-01    4.477951E-14    4.060373E-15    4.362423E-04    1.870257E-06    4.612251E-17    5.629743E-06
     1525    1.5250E-01    9.501462E-01    2.523472E-01    4.549398E-14    4.089538E-15    4.410396E-04    1.869809E-06    4.611986E-17    5.630191E-06
     1550    1.5500E-01    9.501462E-01    2.523448E-01    4.620849E-14    4.118304E-15    4.457764E-04    1.869368E-06    4.611722E-17    5.630632E-06
     1575    1.5750E-01    9.501462E-01    2.523425E-01    4.692305E-14    4.146677E-15    4.504534E-04    1.868932E-06    4.611459E-17    5.631068E-06
     1600    1.6000E-01    9.501462E-01    2.523401E-01    4.763766E-14    4.174662E-15    4.550715E-04    1.868502E-06    4.611198E-17    5.631498E-06
     1625    1.6250E-01    9.501462E-01    2.523379E-01    4.835230E-14    4.202266E-15    4.596314E-04    1.868077E-06    4.610938E-17    5.631923E-06
     1650    1.6500E-01    9.501462E-01    2.523356E-01    4.906700E-14    4.229493E-15    4.641339E-04    1.867658E-06    4.610679E-17    5.632342E-06
     1675    1.6750E-01    9.501462E-01    2.523334E-01    4.978173E-14    4.256348E-15    4.685798E-04    1.867244E-06    4.610421E-17    5.632756E-06
     1700    1.7000E-01    9.501462E-01    2.523312E-01    5.049650E-14    4.282837E-15    4.729697E-04    1.866836E-06    4.610165E-17    5.633164E-06
     1725    1.7250E-01    9.501462E-01    2.523290E-01    5.121132E-14    4.308965E-15    4.773044E-04    1.866432E-06    4.609910E-17    5.633568E-06
     1750    1.7500E-01    9.501462E-01    2.523269E-01    5.192617E-14    4.334737E-15    4.815846E-04    1.866034E-06    4.609656E-17    5.633966E-06
     1775    1.7750E-01    9.501462E-01    2.523248E-01    5.264107E-14    4.360158E-15    4.858110E-04    1.865642E-06    4.609404E-17    5.634358E-06
     1800    1.8000E-01    9.501462E-01    2.523227E-01    5.335600E-14    4.385233E-15    4.899844E-04    1.865254E-06    4.609152E-17    5.634746E-06
     1825    1.8250E-01    9.501462E-01    2.523206E-01    5.407096E-14    4.409966E-15    4.941053E-04    1.864871E-06    4.608902E-17    5.635129E-06
     1850    1.8500E-01    9.501462E-01    2.523186E-01    5.478597E-14    4.434363E-15    4.981745E-04    1.864493E-06    4.608654E-17    5.635507E-06
     1875    1.8750E-01    9.501462E-01    2.523166E-01    5.550100E-14    4.458428E-15    5.021927E-04    1.864120E-06    4.608406E-17    5.635880E-06
     1900    1.9000E-01    9.501462E-01    2.523146E-01    5.621608E-14    4.482165E-15    5.061605E-04    1.863752E-06    4.608160E-17    5.636248E-06
     1925    1.9250E-01    9.501462E-01    2.523126E-01    5.693118E-14    4.505580E-15    5.100785E-04    1.863388E-06    4.607915E-17    5.636612E-06
     1950    1.9500E-01    9.501462E-01    2.523107E-01    5.764633E-14    4.528676E-15    5.139475E-04    1.863029E-06    4.607672E-17    5.636971E-06
     1975    1.9750E-01    9.501462E-01    2.523088E-01    5.836150E-14    4.551458E-15    5.177680E-04    1.862675E-06    4.607430E-17    5.637325E-06
     2000    2.0000E-01    9.501462E-01    2.523069E-01    5.907670E-14    4.573931E-15    5.215406E-04    1.862325E-06    4.607189E-17    5.637675E-06
     2025    2.0250E-01    9.501462E-01    2.523050E-01    5.979194E-14    4.596099E-15    5.252660E-04    1.861980E-06    4.606950E-17    5.638020E-06
     2050    2.0500E-01    9.501462E-01    2.523032E-01    6.050720E-14    4.617966E-15    5.289448E-04    1.861639E-06    4.606712E-17    5.638361E-06
     2075    2.0750E-01    9.501462E-01    2.523014E-01    6.122250E-14    4.639535E-15    5.325776E-04    1.861302E-06    4.606475E-17    5.638698E-06
     2100    2.1000E-01    9.501462E-01    2.522996E-01    6.193782E-14    4.660812E-15    5.361650E-04    1.860970E-06    4.606239E-17    5.639030E-06
     2125    2.1250E-01    9.501462E-01    2.522978E-01    6.265318E-14    4.681801E-15    5.397075E-04    1.860642E-06    4.606005E-17    5.639358E-06
     2150    2.1500E-01    9.501462E-01    2.522961E-01    6.336856E-14    4.702504E-15    5.432058E-04    1.860318E-06    4.605772E-17    5.639682E-06
     2175    2.1750E-01    9.501462E-01    2.522943E-01    6.408396E-14    4.722927E-15    5.466603E-04    1.859998E-06    4.605541E-17    5.640002E-06
     2200    2.2000E-01    9.501462E-01    2.522926E-01    6.479940E-14    4.743073E-15    5.500718E-04    1.859683E-06    4.605311E-17    5.640317E-06
     2225    2.2250E-01    9.501462E-01    2.522910E-01    6.551486E-14    4.762946E-15    5.534406E-04    1.859371E-06    4.605082E-17    5.640629E-06
     2250    2.2500E-01    9.501462E-01    2.522893E-01    6.623034E-14    4.782550E-15    5.567674E-04    1.859063E-06    4.604855E-17    5.640937E-06
     2275    2.2750E-01    9.501462E-01    2.522876E-01    6.694586E-14    4.801888E-15    5.600527E-04    1.858759E-06    4.604629E-17    5.641241E-06
     2300    2.3000E-01    9.501462E-01    2.522860E-01    6.766139E-14    4.820964E-15    5.632970E-04    1.858460E-06    4.604404E-17    5.641540E-06
     2325    2.3250E-01    9.501462E-01    2.522844E-01    6.837695E-14    4.839782E-15    5.665008E-04    1.858163E-06    4.604181E-17    5.641837E-06
     2350    2.3500E-01    9.501462E-01    2.522828E-01    6.909253E-14    4.858345E-15    5.696648E-04    1.857871E-06    4.603959E-17    5.642129E-06
     2375    2.3750E-01    9.501462E-01    2.522813E-01    6.980813E-14    4.876656E-15    5.727893E-04    1.857582E-06    4.603738E-17    5.642418E-06
     2400    2.4000E-01    9.501462E-01    2.522797E-01    7.052376E-14    4.894720E-15    5.758749E-04    1.857297E-06    4.603519E-17    5.642703E-06
     2425    2.4250E-01    9.501462E-01    2.522782E-01    7.123941E-14    4.912540E-15    5.789220E-04    1.857016E-06    4.603301E-17    5.642984E-06
     2450    2.4500E-01    9.501462E-01    2.522767E-01    7.195508E-14    4.930118E-15    5.819313E-04    1.856738E-06    4.603084E-17    5.643262E-06
     2475    2.4750E-01    9.501462E-01    2.522752E-01    7.267077E-14    4.947459E-15    5.849030E-04    1.856464E-06    4.602869E-17    5.643536E-06
     2500    2.5000E-01    9.501462E-01    2.522738E-01    7.338648E-14    4.964565E-15    5.878379E-04    1.856193E-06    4.602655E-17    5.643807E-06
     2525    2.5250E-01    9.501462E-01    2.522723E-01    7.410221E-14    4.981440E-15    5.907361E-04    1.855926E-06    4.602442E-17    5.644074E-06
     2550    2.5500E-01    9.501462E-01    2.522709E-01    7.481795E-14    4.998087E-15    5.935984E-04    1.855662E-06    4.602231E-17    5.644338E-06
     2575    2.5750E-01    9.501462E-01    2.522695E-01    7.553372E-14    5.014508E-15    5.964251E-04    1.855401E-06    4.602021E-17    5.644599E-06
     2600    2.6000E-01    9.501462E-01    2.522681E-01    7.624951E-14    5.030708E-15    5.992166E-04    1.855144E-06    4.601813E-17    5.644856E-06
     2625    2.6250E-01    9.501462E-01    2.522667E-01    7.696531E-14    5.046689E-15    6.019735E-04    1.854889E-06    4.601606E-17    5.645111E-06
     2650    2.6500E-01    9.501462E-01    2.522653E-01    7.768113E-14    5.062455E-15    6.046961E-04    1.854638E-06    4.601400E-17    5.645362E-06
     2675    2.6750E-01    9.501462E-01    2.522640E-01    7.839697E-14    5.078007E-15    6.073849E-04    1.854391E-06    4.601195E-17    5.645609E-06
     2700    2.7000E-01    9.501462E-01    2.522627E-01    7.911282E-14    5.093349E-15    6.100403E-04    1.854146E-06    4.600992E-17    5.645854E-06
     2725    2.7250E-01    9.501462E-01    2.522613E-01    7.982869E-14    5.108485E-15    6.126628E-04    1.853904E-06    4.600790E-17    5.646096E-06
     2750    2.7500E-01    9.501462E-01    2.522600E-01    8.054458E-14    5.123416E-15    6.152527E-04    1.853666E-06    4.600590E-17    5.646334E-06
     2775    2.7750E-01    9.501462E-01    2.522588E-01    8.126048E-14    5.138145E-15    6.178105E-04    1.853430E-06    4.600390E-17    5.646570E-06
     2800    2.8000E-01    9.501462E-01    2.522575E-01    8.197640E-14    5.152676E-15    6.203366E-04    1.853198E-06    4.600192E-17    5.646802E-06
     2825    2.8250E-01    9.501462E-01    2.522563E-01    8.269233E-14    5.167010E-15    6.228313E-04    1.852968E-06    4.599996E-17    5.647032E-06
     2850    2.8500E-01    9.501462E-01    2.522550E-01    8.340827E-14    5.181152E-15    6.252951E-04    1.852741E-06    4.599801E-17    5.647259E-06
     2875    2.8750E-01    9.501462E-01    2.522538E-01    8.412423E-14    5.195102E-15    6.277284E-04    1.852517E-06    4.599607E-17    5.647483E-06
     2900    2.9000E-01    9.501462E-01    2.522526E-01    8.484021E-14    5.208865E-15    6.301315E-04    1.852296E-06    4.599414E-17    5.647704E-06
     2925    2.9250E-01    9.501462E-01    2.522514E-01    8.555619E-14    5.222442E-15    6.325049E-04    1.852078E-06    4.599223E-17    5.647922E-06
     2950    2.9500E-01    9.501462E-01    2.522502E-01    8.627219E-14    5.235836E-15    6.348488E-04    1.851862E-06    4.599033E-17    5.648138E-06
     2975    2.9750E-01    9.501462E-01    2.522491E-01    8.698820E-14    5.249049E-15    6.371637E-04    1.851650E-06    4.598844E-17    5.648350E-06
     3000    3.0000E-01    9.501462E-01    2.522479E-01    8.770422E-14    5.262084E-15    6.394500E-04    1.851439E-06    4.598656E-17    5.648561E-06
     3025    3.0250E-01    9.501462E-01    2.522468E-01    8.842026E-14    5.274944E-15    6.417080E-04    1.851232E-06    4.598470E-17    5.648768E-06
     3050    3.0500E-01    9.501462E-01    2.522457E-01    8.913631E-14    5.287630E-15    6.439380E-04    1.851027E-06    4.598285E-17    5.648973E-06
     3075    3.0750E-01    9.501462E-01    2.522446E-01    8.985236E-14    5.300145E-15    6.461405E-04    1.850824E-06    4.598102E-17    5.649176E-06
     3100    3.1000E-01    9.501462E-01    2.522435E-01    9.056843E-14    5.312492E-15    6.483157E-04    1.850624E-06    4.597920E-17    5.649376E-06
     3125    3.1250E-01    9.501462E-01    2.522424E-01    9.128451E-14    5.324673E-15    6.504640E-04    1.850427E-06    4.597739E-17    5.649573E-06
     3150    3.1500E-01    9.501462E-01    2.522414E-01    9.200060E-14    5.336689E-15    6.525857E-04    1.850232E-06    4.597559E-17    5.649768E-06
     3175    3.1750E-01    9.501462E-01    2.522403E-01    9.271670E-14    5.348544E-15    6.546812E-04    1.850040E-06    4.597380E-17    5.649960E-06
     3200    3.2000E-01    9.501462E-01    2.522393E-01    9.343281E-14    5.360239E-15    6.567508E-04    1.849850E-06    4.597203E-17    5.650150E-06
     3225    3.2250E-01    9.501462E-01    2.522383E-01    9.414893E-14    5.371777E-15    6.587948E-04    1.849662E-06    4.597027E-17    5.650338E-06
     3250    3.2500E-01    9.501462E-01    2.522373E-01    9.486505E-14    5.383159E-15    6.608136E-04    1.849477E-06    4.596853E-17    5.650523E-06
     3275    3.2750E-01    9.501462E-01    2.522363E-01    9.558119E-14    5.394388E-15    6.628074E-04    1.849294E-06    4.596679E-17    5.650706E-06
     3300    3.3000E-01    9.501462E-01    2.522353E-01    9.629734E-14    5.405466E-15    6.647767E-04    1.849113E-06    4.596507E-17    5.650887E-06
     3325    3.3250E-01    9.501462E-01    2.522343E-01    9.701349E-14    5.416395E-15    6.667216E-04    1.848934E-06    4.596336E-17    5.651066E-06
     3350    3.3500E-01    9.501462E-01    2.522333E-01    9.772965E-14    5.427177E-15    6.686425E-04    1.848758E-06    4.596166E-17    5.651242E-06
     3375    3.3750E-01    9.501462E-01    2.522324E-01    9.844582E-14    5.437814E-15    6.705396E-04    1.848584E-06    4.595998E-17    5.651416E-06
     3400    3.4000E-01    9.501462E-01    2.522315E-01    9.916200E-14    5.448308E-15    6.724134E-04    1.848412E-06    4.595830E-17    5.651588E-06
     3425    3.4250E-01    9.501462E-01    2.522305E-01    9.987818E-14    5.458660E-15    6.742640E-04    1.848243E-06    4.595664E-17    5.651757E-06
     3450    3.4500E-01    9.501462E-01    2.522296E-01    1.005944E-13    5.468873E-15    6.760919E-04    1.848075E-06    4.595500E-17    5.651925E-06
     3475    3.4750E-01    9.501462E-01    2.522287E-01    1.013106E-13    5.478949E-15    6.778971E-04    1.847909E-06    4.595336E-17    5.652091E-06
     3500    3.5000E-01    9.501462E-01    2.522278E-01    1.020268E-13    5.488890E-15    6.796801E-04    1.847746E-06    4.595173E-17    5.652254E-06
     3525    3.5250E-01    9.501462E-01    2.522269E-01    1.027430E-13    5.498697E-15    6.814412E-04    1.847585E-06    4.595012E-17    5.652416E-06
     3550    3.5500E-01    9.501462E-01    2.522261E-01    1.034592E-13    5.508372E-15    6.831805E-04    1.847425E-06    4.594852E-17    5.652575E-06
     3575    3.5750E-01    9.501462E-01    2.522252E-01    1.041754E-13    5.517916E-15    6.848984E-04    1.847268E-06    4.594693E-17    5.652732E-06
     3600    3.6000E-01    9.501462E-01    2.522244E-01    1.048917E-13    5.527333E-15    6.865951E-04    1.847112E-06    4.594536E-17    5.652888E-06
     3625    3.6250E-01    9.501462E-01    2.522235E-01    1.056079E-13    5.536623E-15    6.882709E-04    1.846959E-06    4.594379E-17    5.653041E-06
     3650    3.6500E-01    9.501462E-01    2.522227E-01    1.063241E-13    5.545788E-15    6.899260E-04    1.846807E-06    4.594224E-17    5.653193E-06
     3675    3.6750E-01    9.501462E-01    2.522219E-01    1.070404E-13    5.554830E-15    6.915608E-04    1.846657E-06    4.594070E-17    5.653343E-06
     3700    3.7000E-01    9.501462E-01    2.522211E-01    1.077566E-13    5.563750E-15    6.931754E-04    1.846509E-06    4.593917E-17    5.653491E-06
     3725    3.7250E-01    9.501462E-01    2.522203E-01    1.084729E-13    5.572551E-15    6.947701E-04    1.846363E-06    4.593765E-17    5.653637E-06
     3750    3.7500E-01    9.501462E-01    2.522195E-01    1.091892E-13    5.581233E-15    6.963452E-04    1.846219E-06    4.593614E-17    5.653781E-06
     3775    3.7750E-01    9.501462E-01    2.522187E-01    1.099054E-13    5.589799E-15    6.979010E-04    1.846077E-06    4.593465E-17    5.653923E-06
     3800    3.8000E-01    9.501462E-01    2.522179E-01    1.106217E-13    5.598249E-15    6.994375E-04    1.845936E-06    4.593316E-17    5.654064E-06
     3825    3.8250E-01    9.501462E-01    2.522172E-01    1.113380E-13    5.606586E-15    7.009552E-04    1.845797E-06    4.593169E-17    5.654203E-06
     3850    3.8500E-01    9.501462E-01    2.522164E-01    1.120542E-13    5.614811E-15    7.024542E-04    1.845660E-06    4.593023E-17    5.654340E-06
     3875    3.8750E-01    9.501462E-01    2.522157E-01    1.127705E-13    5.622926E-15    7.039347E-04    1.845524E-06    4.592878E-17    5.654476E-06
     3900    3.9000E-01    9.501462E-01    2.522150E-01    1.134868E-13    5.630931E-15    7.053970E-04    1.845390E-06    4.592734E-17    5.654610E-06
     3925    3.9250E-01    9.501462E-01    2.522142E-01    1.142031E-13    5.638829E-15    7.068414E-04    1.845258E-06    4.592591E-17    5.654742E-06
     3950    3.9500E-01    9.501462E-01    2.522135E-01    1.149194E-13    5.646621E-15    7.082680E-04    1.845128E-06    4.592449E-17    5.654872E-06
     3975    3.9750E-01    9.501462E-01    2.522128E-01    1.156357E-13    5.654308E-15    7.096770E-04    1.844999E-06    4.592309E-17    5.655001E-06
     4000    4.0000E-01    9.501462E-01    2.522121E-01    1.163520E-13    5.661892E-15    7.110687E-04    1.844872E-06    4.592169E-17    5.655128E-06
     4025    4.0250E-01    9.501462E-01    2.522114E-01    1.170683E-13    5.669374E-15    7.124433E-04    1.844746E-06    4.592031E-17    5.655254E-06
     4050    4.0500E-01    9.501462E-01    2.522108E-01    1.177846E-13    5.676756E-15    7.138010E-04    1.844622E-06    4.591894E-17    5.655378E-06
     4075    4.0750E-01    9.501462E-01    2.522101E-01    1.185009E-13    5.684038E-15    7.151420E-04    1.844499E-06    4.591757E-17    5.655501E-06
     4100    4.1000E-01    9.501462E-01    2.522094E-01    1.192172E-13    5.691223E-15    7.164666E-04    1.844378E-06    4.591622E-17    5.655622E-06
     4125    4.1250E-01    9.501462E-01    2.522088E-01    1.199335E-13    5.698311E-15    7.177748E-04    1.844258E-06    4.591488E-17    5.655742E-06
     4150    4.1500E-01    9.501462E-01    2.522081E-01    1.206498E-13    5.705304E-15    7.190670E-04    1.844140E-06    4.591355E-17    5.655860E-06
     4175    4.1750E-01    9.501462E-01    2.522075E-01    1.213662E-13    5.712203E-15    7.203433E-04    1.844023E-06    4.591223E-17    5.655977E-06
     4200    4.2000E-01    9.501462E-01    2.522069E-01    1.220825E-13    5.719010E-15    7.216040E-04    1.843908E-06    4.591092E-17    5.656092E-06
     4225    4.2250E-01    9.501462E-01    2.522062E-01    1.227988E-13    5.725725E-15    7.228491E-04    1.843794E-06    4.590962E-17    5.656206E-06
     4250    4.2500E-01    9.501462E-01    2.522056E-01    1.235151E-13    5.732350E-15    7.240790E-04    1.843682E-06    4.590833E-17    5.656318E-06
     4275    4.2750E-01    9.501462E-01    2.522050E-01    1.242314E-13    5.738886E-15    7.252938E-04    1.843571E-06    4.590705E-17    5.656429E-06
     4300    4.3000E-01    9.501462E-01    2.522044E-01    1.249478E-13    5.745334E-15    7.264936E-04    1.843461E-06    4.590578E-17    5.656539E-06
     4325    4.3250E-01    9.501462E-01    2.522038E-01    1.256641E-13    5.751696E-15    7.276788E-04    1.843353E-06    4.590452E-17    5.656647E-06
     4350    4.3500E-01    9.501462E-01    2.522032E-01    1.263804E-13    5.757972E-15    7.288493E-04    1.843246E-06    4.590328E-17    5.656754E-06
     4375    4.3750E-01    9.501462E-01    2.522027E-01    1.270968E-13    5.764164E-15    7.300056E-04    1.843141E-06    4.590204E-17    5.656859E-06
     4400    4.4000E-01    9.501462E-01    2.522021E-01    1.278131E-13    5.770273E-15    7.311476E-04    1.843036E-06    4.590081E-17    5.656964E-06
     4425    4.4250E-01    9.501462E-01    2.522015E-01    1.285294E-13    5.776300E-15    7.322756E-04    1.842933E-06    4.589959E-17    5.657067E-06
     4450    4.4500E-01    9.501462E-01    2.522010E-01    1.292458E-13    5.782246E-15    7.333898E-04    1.842831E-06    4.589838E-17    5.657169E-06
     4475    4.4750E-01    9.501462E-01    2.522004E-01    1.299621E-13    5.788113E-15    7.344903E-04    1.842731E-06    4.589718E-17    5.657269E-06
     4500    4.5000E-01    9.501462E-01    2.521999E-01    1.306784E-13    5.793900E-15    7.355773E-04    1.842632E-06    4.589599E-17    5.657368E-06
     4525    4.5250E-01    9.501462E-01    2.521993E-01    1.313948E-13    5.799610E-15    7.366510E-04    1.842534E-06    4.589481E-17    5.657466E-06
     4550    4.5500E-01    9.501462E-01    2.521988E-01    1.321111E-13    5.805243E-15    7.377115E-04    1.842437E-06    4.589364E-17    5.657563E-06
